id	x_spring	y_spring	z_spring	x_spectral	y_spectral	z_spectral	rwr_score_n	node_type_c	spectral_cluster_c	spectral_role_c	hub_score_n	bridge_score_spectral_n	peripheral_score_n	seed_score_spectral_n	eigenvector_centrality_spectral_n	hidef_primary_cluster_c	hidef_primary_size_n	hidef_primary_persistence_n	hidef_cluster_ids_a	hidef_cluster_sizes_a	hidef_top_persistence_n	hidef_n_communities_n	betweenness_centrality_n	eigenvector_centrality_n	clustering_coefficient_n	degree_n	degree_normalized_n	avg_shortest_path_n	fiedler_component_n	fiedler_partition_c	cocc_score_sum_normalized_n	cocc_perm_z_sum_normalized_n	cocc_perm_p_sum_normalized_n	cocc_pop_z_sum_normalized_n	cocc_pop_p_sum_normalized_n	cocc_significant_sum_normalized_c	cocc_score_raw_persistence_n	cocc_perm_z_raw_persistence_n	cocc_perm_p_raw_persistence_n	cocc_pop_z_raw_persistence_n	cocc_pop_p_raw_persistence_n	cocc_significant_raw_persistence_c	cocc_score_resolution_depth_n	cocc_perm_z_resolution_depth_n	cocc_perm_p_resolution_depth_n	cocc_pop_z_resolution_depth_n	cocc_pop_p_resolution_depth_n	cocc_significant_resolution_depth_c	cp_region_c	k_core_n	bridge_score_cp_n	in_seed_lcc_c	proteomics_enrichment_a	proteomics_significant_c	proteomics_best_term	proteomics_best_p_n	proteomics_n_sig_terms_n	neuropathic_pain_enrichment_a	neuropathic_pain_significant_c	neuropathic_pain_best_term	neuropathic_pain_best_p_n	neuropathic_pain_n_sig_terms_n	orphanet_enrichment_a	orphanet_significant_c	orphanet_best_term	orphanet_best_p_n	orphanet_n_sig_terms_n	omim_enrichment_a	omim_significant_c	omim_best_term	omim_best_p_n	omim_n_sig_terms_n	phenotypes_enrichment_a	phenotypes_significant_c	phenotypes_best_term	phenotypes_best_p_n	phenotypes_n_sig_terms_n	spatial_enrichment_a	spatial_significant_c	spatial_best_term	spatial_best_p_n	spatial_n_sig_terms_n	n_sig_analyses_n	any_sig_enrichment_c	is_drug_target_any_c	is_drug_target_disease_c	pain_phenotype_gene_c
CNGA3	0.023746	-0.28829	0.5	-0.995124	0.59528	0.5	0.0018916867	seed	0	Peripheral	0.0338435424	0.1067043871	0.932780391	0.6029628649	0.0015977538	4	294	10	4,2,0	294,390,1126	104	3	1.3610859352773358e-05	0.0002882386	0.0316205534	23	0.0013488154	3.1516537666	0.0002748167	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	9	0.4	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CNNM1	-0.165094	-0.280214	0.5	-0.994987	0.594909	0.5	8.67363108298321e-05	neighbor	0	Peripheral	0.0507586955	0.0926448091	0.8999651885	0.0276466368	0.0036194344	4	294	10	4,2,0	294,390,1126	104	3	0.000102442	0.0004089993	0.0408163265	49	0.0028735632	3.0728945732	7.397245696637308e-05	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	12	0.6428571429	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CNPY3	-0.195746	-0.128369	0.5	-0.994983	0.592965	0.5	0.0001189872	neighbor	0	Peripheral	0.0671129202	0.0831317553	0.8690753594	0.0379263949	0.0066370278	2	390	26	2,0	390,1126	104	2	0.0006814316	0.0011368082	0.0195618153	72	0.0042223786	2.9071075916	0.0002025167	A	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	intermediate	12	0.7058823529	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CNR1	-0.517637	0.143936	0.5	-0.996043	0.59678	0.5	0.0021098966	seed	0	Peripheral	0.012442671	0.2305198143	0.9751370112	0.6725158655	0.0001909987	0	1126	104	0	1126	104	1	4.723256935081196e-07	6.020664798894813e-06	0.1666666667	4	0.0002345766	4.0268588066	0.0005513712	A	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	periphery	3	0	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	yes	yes	yes
CNR2	0.121714	-0.021248	0.5	-0.995332	0.595609	0.5	0.0018905936	seed	0	Peripheral	0.0200795783	0.050696161	0.9602290364	0.6026144579	0.003316947	6	75	55	6,4,2,0	75,294,390,1126	104	4	3.1556004009912784e-05	0.0002746495	0.0471014493	24	0.0014074595	3.1994488239	0.0003579669	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	periphery	4	0.75	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
COL1A1	-0.35822	-0.068412	0.5	-0.99506	0.595675	0.5	7.787866325868918e-05	neighbor	1	Peripheral	0.0605358553	0.0929248028	0.8825644446	0.024823319	0.0112979715	3	353	6	3,1,0	353,608,1126	104	3	0.0002209552	0.0019515279	0.0223776224	66	0.0038705137	2.9312105179	0.0003817409	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	intermediate	9	0.9090909091	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
COL2A1	-0.360784	-0.092965	0.5	-0.995097	0.595783	0.5	0.0001010639	neighbor	1	Peripheral	0.0363737909	0.0867496205	0.9284425207	0.0322134535	0.0050844635	1	608	22	1,0	608,1126	104	2	8.181928208425897e-05	0.0014123747	0.0322580645	32	0.0018766127	3.036652565	0.0003341886	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	7	0.75	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
COL6A1	-0.318326	-0.27287	0.5	-0.994052	0.595362	0.5	0.000169616	neighbor	0	Peripheral	0.035274813	0.1184814669	0.9300892594	0.0540640087	0.0021836032	2	390	26	2,0	390,1126	104	2	7.87055589056102e-05	0.0006361811	0.0237288136	60	0.0035186488	3.0677340031	-0.0015742812	B	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	periphery	7	0.5	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
COL9A1	-0.412762	-0.16859	0.5	-0.995019	0.595723	0.5	0.0018871155	seed	1	Peripheral	0.0289474993	0.1130491299	0.9427747728	0.6015058173	0.0032702374	1	608	22	1,0	608,1126	104	2	3.4236046841964026e-06	0.0002824752	0.0357142857	8	0.0004691532	3.2681796551	0.0001255526	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	7	0.5714285714	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
COLQ	-0.315721	-0.041946	0.5	-0.994818	0.5958	0.5	0.0001938708	neighbor	1	Peripheral	0.0266442253	0.0855894222	0.9471882319	0.0617950459	0.0023274584	0	1126	104	0	1126	104	1	5.458380065545404e-05	0.0003946704	0.0797720798	27	0.001583392	3.1737039089	-0.0002611014	B	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	periphery	6	0.5714285714	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	no	no	yes
COMT	-0.043322	0.080263	0.5	-0.995171	0.595542	0.5	0.0002243787	neighbor	0	Peripheral	0.0720314059	0.1049487941	0.8602397564	0.0715192623	0.0086502684	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0008708254	0.0018170944	0.0253946465	94	0.0055125498	2.8277621269	0.0007545142	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	core	13	0.2352941176	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
COPB1	-0.407498	0.167504	0.5	-0.995163	0.595942	0.5	0.0002832616	neighbor	1	Peripheral	0.100665672	0.1139191739	0.8082814191	0.0902877904	0.0252729321	3	353	6	3,1,0	353,608,1126	104	3	8.945268733220752e-05	0.0050265383	0.1512820513	40	0.0023457659	2.8115763664	0.0007746131	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	intermediate	9	1	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
COPB2	-0.399677	0.176016	0.5	-0.99516	0.595919	0.5	8.433498017873197e-05	neighbor	1	Peripheral	0.0630981524	0.0699791784	0.8777003227	0.0268812282	0.0147977994	3	353	6	3,1,0	353,608,1126	104	3	8.064164719884242e-06	0.0036127633	0.2389162562	29	0.0017006803	2.9432325363	0.0006215468	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	periphery	8	0.8888888889	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
COPS2	-0.301463	0.271873	0.5	-0.995125	0.595925	0.5	0.0001068261	neighbor	1	Peripheral	0.1146532887	0.1725339606	0.7838380234	0.0340501291	0.0236452846	25	13	5	25,3,1,0	13,353,608,1126	104	4	0.0003331096	0.0049940565	0.1450459653	89	0.0052193291	2.803835392	0.0009836929	A	0.7270769231	-9.8182975724	0.9991507749	1.907823964	0.078515625	no	0.5802999453	-8.9695601629	0.9991507749	1.7344878671	0.078515625	no	0.0926603175	4.3363394346	0.0007841059	-0.4346380057	0.637109375	yes	core	13	0.1578947368	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,X-linked intellectual disability,Cabezas type ORPHA:85293	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Autoimmune disease	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	4	nociception,cancer pain,temporomandibular disorder	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_silent_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
COPS3	-0.231251	0.187851	0.5	-0.995093	0.595834	0.5	7.547516474525393e-05	neighbor	1	Peripheral	0.1822243397	0.160548874	0.6687503555	0.0240572195	0.037822911	25	13	5	25,3,1,0	13,353,608,1126	104	4	0.0003992838	0.0069044713	0.0891610882	119	0.0069786535	2.7029087543	0.0011516845	A	0.7270769231	-9.8182975724	0.9991507749	1.907823964	0.078515625	no	0.5802999453	-8.9695601629	0.9991507749	1.7344878671	0.078515625	no	0.0926603175	4.3363394346	0.0007841059	-0.4346380057	0.637109375	yes	core	16	0.2	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,X-linked intellectual disability,Cabezas type ORPHA:85293	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Autoimmune disease	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	4	nociception,cancer pain,temporomandibular disorder	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_silent_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
COPS5	-0.28388	0.119283	0.5	-0.995095	0.595804	0.5	0.0001461863	neighbor	1	Peripheral	0.2507587482	0.2165211299	0.5613348934	0.0465959307	0.0523948601	25	13	5	25,3,1,0	13,353,608,1126	104	4	0.0006965151	0.0130266775	0.0584395204	179	0.0104973024	2.6139454842	0.0013927767	A	0.7270769231	-9.8182975724	0.9991507749	1.907823964	0.078515625	no	0.5802999453	-8.9695601629	0.9991507749	1.7344878671	0.078515625	no	0.0926603175	4.3363394346	0.0007841059	-0.4346380057	0.637109375	yes	core	17	0.1707317073	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,X-linked intellectual disability,Cabezas type ORPHA:85293	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Autoimmune disease	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	4	nociception,cancer pain,temporomandibular disorder	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_silent_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CREB3	-0.070228	-0.030973	0.5	-0.995123	0.595391	0.5	0.0002151897	neighbor	0	Peripheral	0.1228734149	0.1592092378	0.7646253979	0.068590322	0.0110782921	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0016929844	0.003473307	0.0154090742	222	0.0130190007	2.7072484493	0.0008345876	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	core	13	0.25	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CREB3L1	-0.046115	-0.075448	0.5	-0.995128	0.595286	0.5	0.0001119438	neighbor	0	Peripheral	0.1314997037	0.1886016765	0.7461824685	0.035681366	0.0084816519	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0007915849	0.0017609876	0.0295133438	196	0.0114942529	2.8299906254	0.0008311525	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	core	13	0.3243243243	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CREBBP	-0.30626	0.21134	0.5	-0.99513	0.596105	0.5	0.0001619997	neighbor	1	Peripheral	0.2891134884	0.2407372144	0.504359273	0.0516363557	0.0656432442	3	353	6	3,1,0	353,608,1126	104	3	0.0012705522	0.0128560586	0.062314682	205	0.0120220502	2.6338846684	0.0017153587	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1162790698	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
CRELD1	0.025053	-0.216254	0.5	-0.995091	0.595384	0.5	0.0012222309	neighbor	0	Peripheral	0.0740389155	0.1413621771	0.8540749156	0.3895781821	0.0033444214	7	53	7	7,4,2,0	53,294,390,1126	104	4	0.0004812732	0.0010234179	0.0230120756	133	0.0077996716	2.9247009754	0.0001727258	A	0.8182094017	-6.5259195764	0.9991507749	2.2726088079	0.078515625	no	0.5710257252	-9.2378116034	0.9991507749	1.6876216906	0.078515625	no	0.0546095238	1.9530682553	0.0171290126	-0.7738546491	0.8092447917	yes	core	13	0.3181818182	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Dystonia	yes	childhood absence	0.000277	4	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CRIP2	-0.647508	0.266151	0.5	-0.995951	0.596817	0.5	0.0018926893	seed	1	Peripheral	0.0191255979	0.3989945525	0.9619976389	0.6032824399	0.0017009499	1	608	22	1,0	608,1126	104	2	9.492263646349504e-07	0.0001283068	0	5	0.0002932207	3.4576590061	0.0006882887	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	3	0.2	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CRK	-0.337105	0.053916	0.5	-0.99493	0.59586	0.5	7.965277509467692e-05	neighbor	1	Peripheral	0.1738532529	0.1717627933	0.6819350971	0.0253888057	0.0405240108	15	20	5	15,13,10,9,3,1,0	20,25,34,35,353,608,1126	104	7	0.0005822014	0.0046547016	0.0492698413	126	0.0073891626	2.7185666561	0.000585154	A	0.7215485551	-10.0180230401	0.9991507749	1.8856950275	0.078515625	no	0.5829709907	-8.8923017216	0.9991507749	1.7479856799	0.078515625	no	0.1088063492	5.3476290406	0.0007332595	-0.2906987559	0.5109375	yes	core	16	0.12	no	female,male	yes	male	5.03e-16	2	pain_upregulated,no_pain_upregulated	yes	no_pain_upregulated	3.06e-39	2	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Congenital non-communicating hydrocephalus ORPHA:269510,Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia ORPHA:632	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Visceral neuropathy,familial,Immunodeficiency (select examples)	yes	Immunodeficiency (select examples)	6.71e-05	6	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CRNN	0.064508	0.106594	0.5	-0.995233	0.595683	0.5	0.0002206169	neighbor	0	Peripheral	0.0230925378	0.1875217397	0.9539938606	0.0703202005	0.0008736773	2	390	26	2,0	390,1126	104	2	0.0014299763	0.0014419885	0.003628447	53	0.0031081398	2.9783604145	0.0002839098	A	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	periphery	6	0.4285714286	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
