id	x_spring	y_spring	z_spring	x_spectral	y_spectral	z_spectral	rwr_score_n	node_type_c	spectral_cluster_c	spectral_role_c	hub_score_n	bridge_score_spectral_n	peripheral_score_n	seed_score_spectral_n	eigenvector_centrality_spectral_n	hidef_primary_cluster_c	hidef_primary_size_n	hidef_primary_persistence_n	hidef_cluster_ids_a	hidef_cluster_sizes_a	hidef_top_persistence_n	hidef_n_communities_n	betweenness_centrality_n	eigenvector_centrality_n	clustering_coefficient_n	degree_n	degree_normalized_n	avg_shortest_path_n	fiedler_component_n	fiedler_partition_c	cocc_score_sum_normalized_n	cocc_perm_z_sum_normalized_n	cocc_perm_p_sum_normalized_n	cocc_pop_z_sum_normalized_n	cocc_pop_p_sum_normalized_n	cocc_significant_sum_normalized_c	cocc_score_raw_persistence_n	cocc_perm_z_raw_persistence_n	cocc_perm_p_raw_persistence_n	cocc_pop_z_raw_persistence_n	cocc_pop_p_raw_persistence_n	cocc_significant_raw_persistence_c	cocc_score_resolution_depth_n	cocc_perm_z_resolution_depth_n	cocc_perm_p_resolution_depth_n	cocc_pop_z_resolution_depth_n	cocc_pop_p_resolution_depth_n	cocc_significant_resolution_depth_c	cp_region_c	k_core_n	bridge_score_cp_n	in_seed_lcc_c	proteomics_enrichment_a	proteomics_significant_c	proteomics_best_term	proteomics_best_p_n	proteomics_n_sig_terms_n	neuropathic_pain_enrichment_a	neuropathic_pain_significant_c	neuropathic_pain_best_term	neuropathic_pain_best_p_n	neuropathic_pain_n_sig_terms_n	orphanet_enrichment_a	orphanet_significant_c	orphanet_best_term	orphanet_best_p_n	orphanet_n_sig_terms_n	omim_enrichment_a	omim_significant_c	omim_best_term	omim_best_p_n	omim_n_sig_terms_n	phenotypes_enrichment_a	phenotypes_significant_c	phenotypes_best_term	phenotypes_best_p_n	phenotypes_n_sig_terms_n	spatial_enrichment_a	spatial_significant_c	spatial_best_term	spatial_best_p_n	spatial_n_sig_terms_n	n_sig_analyses_n	any_sig_enrichment_c	is_drug_target_any_c	is_drug_target_disease_c	pain_phenotype_gene_c
CEBPB	-0.33464	0.253825	0.5	-0.995138	0.595851	0.5	0.0001146827	neighbor	1	Peripheral	0.1546875502	0.1589534516	0.7144326877	0.036554371	0.0339045944	3	353	6	3,1,0	353,608,1126	104	3	9.393906011957208e-05	0.0077312036	0.1282051282	78	0.0045742435	2.7990851402	0.0012865364	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	15	0.125	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CEP70	-0.220902	0.238241	0.5	-0.995092	0.595867	0.5	9.19498164452554e-05	neighbor	1	Peripheral	0.1183620313	0.1203100354	0.7771066308	0.0293084079	0.0214868136	5	99	8	5,1,0	99,608,1126	104	3	0.0013221746	0.0147410685	0.024064936	237	0.0138986629	2.6464931965	0.000993368	A	0.7719344729	-8.1977116702	0.9991507749	2.0873796457	0.078515625	no	0.5742222222	-9.1453547802	0.9991507749	1.7037748109	0.078515625	no	0.0446984127	1.3322963028	0.0522184221	-0.8622105945	0.810546875	no	core	15	0.0909090909	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Self-improving collodion baby ORPHA:281122	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	childhood absence	0.00498	3	nociception,cancer pain,musculoskeletal pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CEP76	-0.263973	0.286033	0.5	-0.995112	0.595905	0.5	9.77006480194915e-05	neighbor	1	Peripheral	0.0839992262	0.0896201816	0.839023532	0.0311414482	0.0159999767	5	99	8	5,1,0	99,608,1126	104	3	0.0005910044	0.0041158015	0.0134453782	120	0.0070372977	2.7759206295	0.0008573612	A	0.7719344729	-8.1977116702	0.9991507749	2.0873796457	0.078515625	no	0.5742222222	-9.1453547802	0.9991507749	1.7037748109	0.078515625	no	0.0446984127	1.3322963028	0.0522184221	-0.8622105945	0.810546875	no	core	13	0.1333333333	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Self-improving collodion baby ORPHA:281122	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	childhood absence	0.00498	3	nociception,cancer pain,musculoskeletal pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CERS2	-0.218293	-0.082038	0.5	-0.995089	0.595588	0.5	0.0001696943	neighbor	0	Peripheral	0.1503139321	0.1591109339	0.7202604899	0.0540889734	0.0223102783	7	53	7	7,4,2,0	53,294,390,1126	104	4	0.0010985498	0.0029079141	0.0257135827	128	0.0075064509	2.7739853859	0.000880316	A	0.8182094017	-6.5259195764	0.9991507749	2.2726088079	0.078515625	no	0.5710257252	-9.2378116034	0.9991507749	1.6876216906	0.078515625	no	0.0546095238	1.9530682553	0.0171290126	-0.7738546491	0.8092447917	yes	core	13	0.1875	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Dystonia	yes	childhood absence	0.000277	4	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CERS6	-0.098367	-0.277571	0.5	-0.994963	0.595207	0.5	8.710527435618632e-05	neighbor	0	Peripheral	0.0874840064	0.1418248099	0.8295237866	0.0277642415	0.0063967572	7	53	7	7,4,2,0	53,294,390,1126	104	4	0.0002969747	0.0010784136	0.0515904838	87	0.0051020408	2.9306240082	0.0001809748	A	0.8182094017	-6.5259195764	0.9991507749	2.2726088079	0.078515625	no	0.5710257252	-9.2378116034	0.9991507749	1.6876216906	0.078515625	no	0.0546095238	1.9530682553	0.0171290126	-0.7738546491	0.8092447917	yes	core	13	0.125	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Dystonia	yes	childhood absence	0.000277	4	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CFTR	-0.214477	0.060667	0.5	-0.995078	0.595812	0.5	0.0001585921	neighbor	1	Peripheral	0.3510623073	0.2540221122	0.4199846386	0.0505502181	0.0787450844	3	353	6	3,1,0	353,608,1126	104	3	0.0052914049	0.0260527396	0.0276962899	305	0.0178864649	2.4772460461	0.0015044178	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.0566037736	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
CHRNA4	-0.119388	-0.169086	0.5	-0.99348	0.59398	0.5	0.0020257578	seed	0	Peripheral	0.1348876936	0.1549739603	0.7419098518	0.6456971622	0.0110939407	4	294	10	4,2,0	294,390,1126	104	3	0.0006472228	0.0012620128	0.0143176734	150	0.0087966221	2.8590195179	-0.0037267209	B	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	core	13	0.4444444444	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
CHRNA5	-0.226684	-0.311163	0.5	-0.994336	0.595316	0.5	0.001915569	seed	0	Peripheral	0.0486994939	0.0997336683	0.9041232326	0.6105752029	0.0040020721	2	390	26	2,0	390,1126	104	2	3.0574522366221576e-05	0.0006056533	0.0195578231	49	0.0028735632	3.0771756172	-0.0012373278	B	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	intermediate	11	0.2307692308	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
CHRNA7	-0.214209	-0.135117	0.5	-0.995092	0.595605	0.5	0.0018930717	seed	0	Peripheral	0.0435460998	0.0879519447	0.9146970211	0.6034043161	0.0067947292	4	294	10	4,2,0	294,390,1126	104	3	1.673232112726675e-05	0.0008945916	0.0072463768	24	0.0014074595	3.0545389652	0.0003476394	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	periphery	8	0.8888888889	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
CHRNB2	-0.105909	-0.271034	0.5	-0.994833	0.593145	0.5	0.0019263069	seed	0	Peripheral	0.0776743958	0.1117016538	0.8477618061	0.6139978427	0.0048325006	4	294	10	4,2,0	294,390,1126	104	3	0.0002536125	0.0008142529	0.025128866	97	0.0056884823	2.9358432293	-0.0002773275	B	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	12	0.5	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
CHRNB4	-0.183332	-0.251846	0.5	-0.994873	0.595233	0.5	0.0019810021	seed	0	Peripheral	0.0695721465	0.1164745041	0.8642358119	0.6314315715	0.0064181286	4	294	10	4,2,0	294,390,1126	104	3	0.0001695581	0.0007509822	0.0193452381	64	0.0037532254	2.9458713531	-0.0001643357	B	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	12	0.6111111111	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
CHUK	-0.229735	0.19815	0.5	-0.995122	0.595849	0.5	0.0001105488	neighbor	1	Peripheral	0.234550692	0.235546019	0.5852891495	0.0352367052	0.0531136346	3	353	6	3,1,0	353,608,1126	104	3	0.000194125	0.0065784824	0.0875699888	95	0.005571194	2.7071897984	0.0014948559	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1142857143	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CISD2	-0.094056	-0.138977	0.5	-0.994996	0.595168	0.5	0.0001165713	neighbor	0	Peripheral	0.1052648939	0.1211475873	0.7973686242	0.0371563302	0.0099983139	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0003863764	0.0013658514	0.0211757269	113	0.0066267886	2.8477597237	0.0003471109	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	core	13	0.3333333333	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CKAP2	0.112171	0.022268	0.5	-0.995245	0.595931	0.5	0.0001029908	neighbor	0	Peripheral	0.0172974527	0.1179496482	0.9657038521	0.0328276566	0.0034036766	0	1126	104	0	1126	104	1	0.0001001217	0.0013154001	0.0229885057	30	0.0017593244	3.0165963173	0.0001064846	A	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	periphery	3	0.6666666667	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	no	no	yes
CKAP4	-0.252294	-0.08491	0.5	-0.995015	0.595401	0.5	8.629851334816196e-05	neighbor	0	Peripheral	0.1319431493	0.1258965684	0.7533841766	0.0275070917	0.0245948283	0	1126	104	0	1126	104	1	0.0004997741	0.0071209989	0.0372670807	92	0.0053952616	2.6927633286	0.0005190903	A	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	core	13	0.2916666667	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	no	no	yes
CLDN19	0.024722	-0.029299	0.5	-0.995164	0.595431	0.5	0.0001979912	neighbor	0	Peripheral	0.0544688999	0.0942147111	0.8927793356	0.063108409	0.0039125871	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0002563908	0.0008585952	0.0223776224	66	0.0038705137	2.9427046776	0.0006277558	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	core	13	0.1333333333	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CLEC12B	-0.106536	-0.258966	0.5	-0.994945	0.592746	0.5	0.0001181886	neighbor	0	Peripheral	0.0700214693	0.0958861905	0.8634340263	0.0376718384	0.006602046	4	294	10	4,2,0	294,390,1126	104	3	0.0009703144	0.0013193019	0.0093676815	183	0.010731879	2.8722143173	-9.285345425985307e-06	B	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	12	0.7222222222	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CLEC2D	-0.088606	-0.178259	0.5	-0.994984	0.595326	0.5	0.0001066833	neighbor	0	Peripheral	0.1210076579	0.1516732932	0.7658072294	0.0340045986	0.0078635728	4	294	10	4,2,0	294,390,1126	104	3	0.0012080996	0.001792979	0.0183908046	175	0.0102627258	2.8121628761	0.0002542997	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	core	13	0.3823529412	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CLGN	-0.187597	-0.194737	0.5	-0.994746	0.595482	0.5	0.0001068873	neighbor	0	Peripheral	0.0777775805	0.1023119361	0.84919856	0.0340696399	0.0085512743	20	16	31	20,4,2,0	16,294,390,1126	104	4	0.0006074415	0.0021998865	0.0235765539	147	0.0086206897	2.8210766315	-0.0004221671	B	0.8228425926	-6.358534513	0.9991507749	2.2911545321	0.078515625	no	0.5714679803	-9.225019632	0.9991507749	1.6898565743	0.078515625	no	0.0484825397	1.5693110906	0.0299280478	-0.8284757172	0.810546875	yes	intermediate	12	0.5789473684	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,AGel amyloidosis ORPHA:85448	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Progressive familial heart block	yes	childhood absence	0.000277	4	nociception,cancer pain	yes	cancer pain	4.45e-07	2	PENK+_nociceptors,Proprioceptors,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
CLOCK	-0.511547	0.310083	0.5	-0.995275	0.596077	0.5	0.0018982448	seed	1	Peripheral	0.0207666566	0.0380337805	0.9588877938	0.6050532245	0.0035981828	3	353	6	3,1,0	353,608,1126	104	3	0.0002092151	0.0011874011	0.0524193548	32	0.0018766127	3.0688481331	0.000466262	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	periphery	4	1	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CLTC	-0.294207	0.094373	0.5	-0.995081	0.595899	0.5	7.801355769950932e-05	neighbor	1	Peripheral	0.2471003145	0.1900364434	0.5644081295	0.0248663158	0.0607014869	3	353	6	3,1,0	353,608,1126	104	3	0.0004878682	0.013023062	0.108142226	98	0.0057471264	2.6406872272	0.001240435	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.0606060606	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
CLU	-0.202102	-0.050407	0.5	-0.994958	0.595455	0.5	0.0002480176	neighbor	0	Peripheral	0.1370049247	0.1682140187	0.7441518061	0.0790540102	0.0229901824	3	353	6	3,1,0	353,608,1126	104	3	0.0004266152	0.0033941407	0.0305612695	83	0.0048674642	2.7889983654	0.0002935722	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	13	0.4074074074	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
CMTM5	-0.094359	-0.054312	0.5	-0.995079	0.595358	0.5	8.482189930595636e-05	neighbor	0	Peripheral	0.1674003956	0.1582387927	0.6839921455	0.0270364305	0.0145979786	36	6	8	36,6,4,2,0	6,75,294,390,1126	104	5	0.0027029458	0.0035255231	0.0196316689	230	0.0134881539	2.6604504585	0.000881128	A	0.8235977208	-6.3312537068	0.9991507749	2.2941771573	0.078515625	no	0.5874285714	-8.7633687819	0.9991507749	1.7705115381	0.078515625	no	0.0495492063	1.6361206281	0.0293999583	-0.8189665572	0.810546875	yes	core	13	0.1818181818	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274,Tay-Sachs disease,B variant,adult form ORPHA:309192	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	5	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy,hypomyelinating	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
