source	target	sources	source_count_n
PRKN	ACAD11	['BioGRID']	1
PRKN	DDB1	['BioGRID']	1
PRKN	PRKAA2	['BioGRID']	1
PRKN	ARRB2	['BioGRID']	1
PRKN	DYNC1I2	['BioGRID']	1
PRKN	TM9SF3	['BioGRID']	1
PRKN	PPP3CA	['BioGRID']	1
PRKN	RGS2	['IntAct', 'BioGRID']	2
PRKN	RACK1	['BioGRID']	1
PRKN	NCL	['BioGRID']	1
PRKN	PRKDC	['BioGRID']	1
PRKN	EIF2B5	['BioGRID']	1
PRKN	TBL2	['BioGRID']	1
PRKN	TRIP6	['BioGRID']	1
PRKN	UBE2O	['IntAct', 'BioGRID']	2
PRKN	FBXW11	['BioGRID']	1
PRKN	CDK5	['IntAct', 'BioGRID']	2
PRKN	USP33	['BioGRID']	1
PRKN	UCHL1	['BioGRID']	1
PRKN	FBXO22	['BioGRID']	1
PRKN	DNM2	['BioGRID']	1
PRKN	SCRIB	['BioGRID']	1
FOSB	ENKD1	['IntAct', 'HuRI']	2
TFCP2	SDCBP	['IntAct', 'HuRI']	2
TFCP2	BAG6	['IntAct', 'HuRI']	2
TFCP2	YY1	['BioGRID']	1
TFCP2	ESR2	['IntAct']	1
TFCP2	POLL	['HuRI']	1
TFCP2	PLCB1	['IntAct', 'HuRI']	2
KAT5	ACTB	['BioGRID']	1
KAT5	APP	['IntAct', 'BioGRID']	2
KAT5	TP53	['IntAct', 'BioGRID']	2
KAT5	PMP22	['IntAct']	1
KAT5	CEP70	['IntAct', 'HuRI']	2
KAT5	DNM2	['IntAct']	1
KAT5	PICK1	['IntAct', 'HuRI']	2
KAT5	MEOX2	['IntAct', 'HuRI']	2
KAT5	BDNF	['IntAct']	1
KAT5	RELA	['BioGRID']	1
KAT5	KRT40	['IntAct', 'HuRI']	2
KAT5	HTT	['IntAct']	1
KAT5	MYC	['BioGRID']	1
KAT5	ESR1	['IntAct', 'BioGRID']	2
KAT5	GAPDH	['IntAct']	1
KAT5	MDFI	['IntAct', 'HuRI']	2
KAT5	SQSTM1	['BioGRID']	1
KAT5	TAX1BP1	['IntAct', 'HuRI']	2
KAT5	EDNRA	['BioGRID']	1
KAT5	CDKN2A	['BioGRID']	1
KAT5	PRKCE	['BioGRID']	1
KAT5	MTUS2	['IntAct', 'BioGRID', 'HuRI']	3
KAT5	SIRT1	['BioGRID']	1
KAT5	CEP76	['IntAct']	1
KAT5	A2M	['IntAct']	1
KAT5	NOTCH1	['BioGRID']	1
KAT5	FANCD2	['BioGRID']	1
KAT5	HAX1	['IntAct']	1
KAT5	HSP90AA1	['IntAct']	1
KAT5	SORL1	['IntAct']	1
KAT5	DRD1	['IntAct']	1
KAT5	KCTD17	['IntAct']	1
KAT5	MDM2	['BioGRID']	1
KAT5	GOLGA2	['IntAct']	1
KAT5	ING5	['BioPlex_293T', 'BioPlex_HCT116']	2
KAT5	GNB5	['IntAct']	1
KAT5	LRP8	['IntAct']	1
LYN	APP	['IntAct']	1
LYN	HNRNPK	['BioGRID']	1
LYN	DNM2	['IntAct']	1
LYN	EGFR	['IntAct', 'BioGRID']	2
LYN	A2M	['IntAct']	1
LYN	PIK3CG	['BioGRID']	1
LYN	TRPV4	['BioGRID']	1
LYN	HSP90AA1	['BioGRID']	1
LYN	SNCA	['IntAct']	1
LYN	RHOB	['BioGRID']	1
LYN	MME	['BioGRID']	1
LYN	KIT	['BioGRID']	1
LYN	IFITM3	['BioGRID']	1
LYN	HSP90AB1	['IntAct']	1
LYN	PIK3R1	['IntAct']	1
STX17	GSN	['BioPlex_293T']	1
STX17	TGM1	['BioPlex_293T']	1
STX17	FFAR1	['BioPlex_HCT116']	1
STX17	IQGAP1	['BioPlex_293T']	1
STX17	IL18	['BioPlex_293T']	1
STX17	ASPH	['BioPlex_HCT116']	1
STX17	APLNR	['BioPlex_HCT116']	1
STX17	ANXA1	['BioPlex_293T']	1
STX17	LGALS3	['BioPlex_293T']	1
STX17	KLK10	['BioPlex_293T']	1
STX17	A2M	['BioPlex_293T']	1
STX17	KPRP	['BioPlex_293T']	1
STX17	HAX1	['BioPlex_HCT116']	1
STX17	STAT3	['BioPlex_293T']	1
STX17	FGG	['BioPlex_293T']	1
STX17	LCN2	['BioPlex_293T']	1
STX17	HBB	['BioPlex_293T']	1
STX17	POF1B	['BioPlex_293T']	1
KLHL38	NOTCH2NLC	['IntAct']	1
KLHL38	MEOX2	['IntAct', 'HuRI']	2
KLHL38	KRT40	['IntAct', 'HuRI']	2
KLHL38	KRTAP10-7	['IntAct', 'HuRI']	2
KLHL38	MDFI	['IntAct', 'HuRI']	2
KLHL38	NOTCH2NLA	['IntAct', 'HuRI']	2
KLHL38	AGR2	['IntAct', 'HuRI']	2
KLHL38	RGS20	['IntAct', 'HuRI']	2
KLHL38	SLC15A2	['IntAct', 'HuRI']	2
KLHL38	KRTAP10-8	['IntAct', 'HuRI']	2
KLHL38	HSP90AB1	['IntAct']	1
KLHL38	KRT34	['IntAct', 'HuRI']	2
KLHL38	POF1B	['IntAct', 'HuRI']	2
KLHL38	ADRA2C	['IntAct', 'HuRI']	2
KLHL38	MKRN3	['IntAct', 'HuRI']	2
LEMD2	CRELD1	['BioPlex_293T']	1
LEMD2	ATP2A3	['BioPlex_293T', 'BioPlex_HCT116']	2
LEMD2	ZDHHC12	['BioPlex_293T', 'BioPlex_HCT116']	2
LEMD2	TSPAN15	['BioPlex_293T', 'BioPlex_HCT116']	2
LEMD2	HTR3A	['BioPlex_293T']	1
LEMD2	TTMP	['BioPlex_293T']	1
LEMD2	ASPH	['BioPlex_293T', 'BioPlex_HCT116']	2
LEMD2	BACE2	['BioPlex_293T']	1
LEMD2	SAAL1	['BioPlex_293T']	1
LEMD2	CHRNB4	['BioPlex_293T']	1
LEMD2	ADCY8	['BioPlex_293T']	1
ATP5F1A	CCNF	['BioGRID']	1
ATP5F1A	HSPA1B	['BioGRID']	1
ATP5F1A	HTR1B	['BioPlex_HCT116']	1
ATP5F1A	HTT	['IntAct']	1
ATP5F1A	EGFR	['BioGRID']	1
ATP5F1A	MYC	['BioGRID']	1
ATP5F1A	YWHAZ	['IntAct', 'BioGRID']	2
ATP5F1A	NTSR1	['BioPlex_293T']	1
ATP5F1A	HSPA8	['BioGRID']	1
ATP5F1A	HSPB1	['BioGRID']	1
ATP5F1A	HSP90AB1	['BioGRID']	1
ATP5F1A	ATP5F1B	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
ATP5F1A	CYLD	['BioGRID']	1
ATP5F1A	OPRL1	['BioPlex_293T']	1
ATP5F1A	FANCD2	['BioGRID']	1
ATP5F1A	ACKR3	['BioPlex_293T', 'BioGRID']	2
ATP5F1A	TACR1	['BioPlex_293T']	1
KCNK3	COPB1	['BioGRID']	1
KCNK3	S100A10	['BioGRID']	1
PTH2	AMD1	['IntAct', 'BioPlex_293T']	2
TMEM201	CRELD1	['BioPlex_293T']	1
TMEM201	ATP2A3	['BioPlex_HCT116']	1
TMEM201	TMEM237	['IntAct', 'HuRI']	2
TMEM201	ZDHHC12	['BioPlex_HCT116']	1
TMEM201	CXCR4	['BioPlex_HCT116']	1
TMEM201	FATE1	['IntAct', 'HuRI']	2
TMEM201	TSPAN15	['BioPlex_HCT116']	1
TMEM201	GPR182	['BioPlex_HCT116']	1
TMEM201	MFF	['IntAct', 'HuRI']	2
TMEM201	TMX2	['IntAct', 'HuRI']	2
TMEM201	TTMP	['BioPlex_293T', 'BioPlex_HCT116']	2
TMEM201	GPR152	['IntAct', 'HuRI']	2
TMEM201	OS9	['BioPlex_HCT116']	1
TMEM201	APLNR	['BioPlex_HCT116']	1
TMEM201	ALK	['BioGRID']	1
TMEM201	GABRD	['BioPlex_HCT116']	1
SAAL1	EGFR	['BioPlex_293T', 'BioGRID']	2
SAAL1	PLEKHF2	['HuRI']	1
SAAL1	EFNB1	['BioPlex_293T', 'BioPlex_HCT116']	2
SAAL1	CD274	['BioPlex_293T', 'BioPlex_HCT116']	2
SAAL1	C5AR1	['BioPlex_293T']	1
SAAL1	CD40	['BioPlex_293T', 'BioPlex_HCT116']	2
SAAL1	SCN2B	['BioPlex_293T']	1
SAAL1	ABCB1	['BioPlex_293T']	1
SAAL1	P2RY2	['BioPlex_HCT116']	1
SAAL1	CTDNEP1	['BioPlex_293T']	1
SAAL1	STX5	['BioPlex_293T']	1
SAAL1	RDH14	['BioPlex_293T']	1
SAAL1	OMA1	['BioPlex_293T']	1
SAAL1	GOLM1	['BioPlex_293T']	1
SAAL1	GYPA	['BioPlex_293T']	1
SAAL1	CD4	['BioPlex_293T']	1
NOXA1	TRAF2	['IntAct', 'HuRI']	2
NOXA1	CEP70	['IntAct', 'HuRI']	2
NOXA1	REL	['IntAct', 'HuRI']	2
TNFAIP3	RNF31	['BioGRID']	1
TNFAIP3	YWHAG	['IntAct', 'BioGRID']	2
TNFAIP3	TNIP2	['IntAct', 'BioGRID']	2
TNFAIP3	TP53	['BioGRID']	1
TNFAIP3	TRAF2	['IntAct', 'BioGRID', 'HuRI']	3
TNFAIP3	UBE2D1	['BioGRID']	1
TNFAIP3	TGM1	['BioPlex_HCT116']	1
TNFAIP3	UBC	['BioGRID']	1
TNFAIP3	CEBPB	['BioGRID']	1
TNFAIP3	YWHAZ	['BioGRID']	1
TNFAIP3	SQSTM1	['BioGRID']	1
TNFAIP3	TAX1BP1	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
TNFAIP3	YWHAE	['IntAct', 'BioGRID']	2
TNFAIP3	TRAF6	['BioGRID']	1
TNFAIP3	TBK1	['BioGRID']	1
TNFAIP3	IKBKB	['BioGRID']	1
TNFAIP3	TNFRSF1A	['BioGRID']	1
TNFAIP3	TNF	['BioGRID']	1
TNFAIP3	TNIP1	['IntAct', 'BioGRID', 'HuRI']	3
TNFAIP3	IKBKE	['BioGRID']	1
TNFAIP3	FADD	['BioGRID']	1
SPECC1L	KRT34	['BioPlex_293T']	1
SPECC1L	YWHAG	['BioPlex_293T']	1
SPECC1L	VAV1	['BioPlex_293T']	1
SPECC1L	CACNB3	['BioPlex_HCT116']	1
PTPN11	PDGFRA	['BioGRID']	1
PTPN11	JAK1	['BioGRID']	1
PTPN11	CAV1	['IntAct', 'BioGRID']	2
PTPN11	EGFR	['IntAct', 'BioGRID']	2
PTPN11	AKT1	['IntAct']	1
PTPN11	PRNP	['BioGRID']	1
PTPN11	PIK3R1	['BioGRID']	1
PTPN11	IGF1R	['IntAct', 'BioGRID']	2
PTPN11	STAT3	['BioGRID']	1
PTPN11	FBXW7	['BioGRID']	1
PTPN11	IL6ST	['BioGRID']	1
PTPN11	LGALS3	['BioPlex_293T']	1
PTPN11	LEPR	['BioGRID']	1
PTPN11	CRK	['BioGRID']	1
PTPN11	KIT	['BioGRID']	1
PTPN11	ALK	['BioGRID']	1
PTPN11	PIK3CG	['BioGRID']	1
PTPN11	CCKBR	['IntAct']	1
PTPN11	JAK2	['BioGRID']	1
PTPN11	SIRPA	['BioPlex_293T', 'BioGRID']	2
KLRC1	DNM2	['BioPlex_293T']	1
KLRC1	CXCR4	['BioPlex_293T']	1
KLRC1	CLGN	['BioPlex_HCT116']	1
KLRC1	ATP1A3	['BioPlex_293T']	1
KLRC1	POTEE	['BioPlex_293T']	1
KLRC1	EMP1	['IntAct', 'HuRI']	2
KLRC1	TTMP	['IntAct', 'HuRI']	2
KLRC1	TUBB8	['BioPlex_HCT116']	1
KLRC1	BRICD5	['IntAct', 'HuRI']	2
KLRC1	CANX	['BioPlex_HCT116']	1
KLRC1	BACE2	['BioPlex_293T']	1
KLRC1	PMP22	['IntAct', 'HuRI']	2
KLRC1	RNF167	['BioPlex_293T']	1
KLRC1	DIPK1A	['BioPlex_293T']	1
KLRC1	CDK5R1	['IntAct']	1
KLRC1	NLGN2	['BioPlex_293T']	1
KLRC1	ADAM11	['BioPlex_293T']	1
KLRC1	EIF2B4	['BioPlex_HCT116']	1
KLRC1	NKG7	['IntAct', 'HuRI']	2
KLRC1	GLRB	['BioPlex_293T']	1
KLRC1	MAL	['IntAct', 'HuRI']	2
KLRC1	OMA1	['BioPlex_293T']	1
KCNK18	PCNX3	['BioPlex_293T']	1
KCNK18	MFAP3	['BioPlex_293T']	1
KCNK18	CD320	['BioPlex_293T']	1
KCNK18	PTPRD	['BioPlex_293T']	1
KCNK18	IFNGR1	['BioPlex_293T']	1
KCNK18	CTDNEP1	['BioPlex_293T']	1
KCNK18	RABAC1	['BioPlex_293T']	1
KCNK18	OMA1	['BioPlex_293T']	1
MGRN1	UBE2D1	['BioGRID']	1
MGRN1	BTNL2	['BioPlex_HCT116']	1
MGRN1	TMEM106A	['BioPlex_HCT116']	1
MGRN1	FBXO2	['BioPlex_293T', 'BioPlex_HCT116']	2
MGRN1	HLA-DRA	['BioPlex_HCT116']	1
MGRN1	CBLN4	['BioPlex_HCT116']	1
MGRN1	SDF2L1	['BioPlex_HCT116']	1
MGRN1	LGALS1	['BioPlex_293T']	1
MGRN1	MC1R	['BioGRID']	1
VEGFA	FN1	['BioGRID']	1
VEGFA	TMEM237	['IntAct', 'HuRI']	2
VEGFA	ELAVL1	['BioGRID']	1
VEGFA	MDM2	['BioGRID']	1
VEGFA	LCN2	['IntAct', 'HuRI']	2
VEGFA	SPARC	['BioGRID']	1
UBE2O	HSPA1B	['BioGRID']	1
UBE2O	UBC	['BioGRID']	1
UBE2O	RPL15	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
UBE2O	CSNK2A2	['BioGRID']	1
UBE2O	OSM	['BioPlex_HCT116']	1
UBE2O	PRKAA2	['BioGRID']	1
ABCC3	CRELD1	['BioPlex_293T']	1
DBH	NOTCH2NLC	['IntAct']	1
DBH	HNRNPK	['IntAct']	1
DBH	NOTCH2NLA	['HuRI']	1
DBH	PIK3R1	['IntAct']	1
EPB41L1	YWHAG	['BioPlex_293T', 'BioGRID']	2
EPB41L1	RNPS1	['BioPlex_293T', 'BioPlex_HCT116']	2
EPB41L1	HTT	['IntAct']	1
EPB41L1	YWHAZ	['BioPlex_293T']	1
EPB41L1	NUFIP1	['BioPlex_293T']	1
EPB41L1	GPM6A	['BioPlex_293T']	1
EPB41L1	YWHAE	['BioPlex_293T']	1
EPB41L1	RHOB	['BioGRID']	1
EPB41L1	DRD3	['BioGRID']	1
EPB41L1	GRIA1	['BioGRID']	1
EPB41L1	ITPR1	['BioGRID']	1
SLC20A2	NRSN1	['BioPlex_293T']	1
SLC20A2	RHOB	['BioGRID']	1
SLC20A2	PTH2R	['BioPlex_293T']	1
SLC20A2	OPRL1	['BioPlex_293T']	1
SLC20A2	PTGFR	['BioPlex_293T']	1
PTPRD	EGFR	['IntAct']	1
PTPRD	FFAR1	['BioPlex_HCT116']	1
PTPRD	TGFBR2	['BioPlex_HCT116']	1
PTPRD	SCN2B	['BioPlex_293T']	1
PTPRD	LGALS1	['BioPlex_293T']	1
PTPRD	RYK	['BioPlex_293T']	1
PTPRD	IL1RAP	['BioGRID']	1
STARD13	TUBA1A	['BioGRID']	1
STARD13	TBCB	['BioGRID']	1
STARD13	TAX1BP1	['IntAct', 'BioGRID']	2
NR1H2	GSN	['IntAct']	1
NR1H2	KDM1A	['BioGRID']	1
NR1H2	NCOR1	['IntAct', 'BioGRID']	2
NR1H2	MDFI	['IntAct', 'HuRI']	2
NR1H2	NPY	['BioGRID', 'HuRI']	2
OPN3	EIF2B2	['BioPlex_293T']	1
OPN3	EIF2B5	['BioPlex_293T']	1
OPN3	EIF2B4	['BioPlex_293T']	1
OPN3	MC1R	['IntAct']	1
ITPR1	BRCA1	['BioGRID']	1
ITPR1	AKT1	['IntAct', 'BioGRID']	2
ITPR1	BECN1	['BioGRID']	1
ITPR1	BCL2	['BioGRID']	1
ITPR1	PRKG1	['BioGRID']	1
ITPR1	RNF170	['BioGRID']	1
GALR1	SNAPC5	['IntAct', 'HuRI']	2
HLA-DQB2	POTEF	['BioPlex_293T']	1
HLA-DQB2	ATE1	['BioPlex_293T']	1
DNAAF2	MAPT	['BioPlex_293T']	1
DNAAF2	STX1A	['BioPlex_293T']	1
DNAAF2	SYN2	['BioPlex_293T']	1
DNAAF2	SNCA	['BioPlex_293T']	1
DNAAF2	GRIA2	['BioPlex_293T']	1
DNAAF2	GPM6A	['BioPlex_293T']	1
DNAAF2	SYN1	['BioPlex_293T']	1
UBXN6	RNF31	['BioPlex_HCT116']	1
UBXN6	CAV1	['BioGRID']	1
UBXN6	UBC	['BioGRID']	1
UBXN6	EEF1AKMT3	['BioPlex_HCT116']	1
UBXN6	MAPK8	['BioPlex_HCT116']	1
UBXN6	CCT8L2	['BioPlex_293T']	1
UBXN6	CAMK4	['BioPlex_HCT116']	1
UBXN6	CHUK	['BioPlex_HCT116']	1
UBXN6	ANAPC1	['BioPlex_HCT116']	1
UBXN6	PER1	['BioPlex_HCT116']	1
UBXN6	CDC23	['BioPlex_HCT116']	1
UBXN6	MAP2K3	['BioPlex_HCT116']	1
UBXN6	GOLGA2	['BioPlex_HCT116']	1
UBXN6	FEM1A	['BioPlex_HCT116']	1
UBXN6	ANKLE2	['BioPlex_HCT116']	1
RNF41	MEOX2	['HuRI']	1
RNF41	CREB3	['BioPlex_293T', 'BioPlex_HCT116']	2
HDC	DTX2	['IntAct', 'HuRI']	2
BDNF	PDGFRA	['BioPlex_HCT116']	1
BDNF	RUSF1	['IntAct']	1
BDNF	APP	['IntAct']	1
BDNF	NTRK2	['BioGRID']	1
BDNF	GAL	['IntAct']	1
BDNF	AGER	['IntAct']	1
BDNF	BRICD5	['BioPlex_HCT116']	1
BDNF	LY86	['BioPlex_HCT116']	1
BDNF	GPR152	['IntAct', 'HuRI']	2
BDNF	PRKACA	['IntAct']	1
BDNF	CBLN4	['BioPlex_HCT116']	1
BDNF	NTF4	['IntAct', 'BioGRID']	2
BDNF	PRG2	['BioPlex_HCT116']	1
BDNF	CTNNB1	['IntAct']	1
BDNF	CDK5	['IntAct']	1
BDNF	FTL	['BioPlex_HCT116']	1
PRLHR	PICK1	['IntAct']	1
PTH2R	JAK1	['BioPlex_293T']	1
PTH2R	TUBA1A	['BioPlex_293T']	1
PTH2R	CERS6	['BioPlex_293T']	1
PTH2R	TMX2	['BioPlex_293T']	1
PTH2R	HSPA8	['BioPlex_293T']	1
PTH2R	TUBB8	['BioPlex_293T']	1
PTH2R	DNAJB9	['BioPlex_293T']	1
PTH2R	ULBP3	['BioPlex_293T']	1
PTH2R	PRKDC	['BioPlex_293T']	1
PTH2R	NCAM1	['BioPlex_293T']	1
PTH2R	RYK	['BioPlex_293T']	1
PTH2R	NR2F2	['BioPlex_293T']	1
PTH2R	WDR59	['BioPlex_293T']	1
GLRB	GPIHBP1	['BioPlex_293T']	1
GLRB	CHRNB4	['BioPlex_293T']	1
GLRB	MARCHF6	['BioPlex_293T']	1
GLRB	GLRA3	['BioPlex_293T']	1
NOTCH2NLC	HOXA1	['IntAct']	1
NOTCH2NLC	KPRP	['IntAct']	1
NOTCH2NLC	CST2	['IntAct']	1
NOTCH2NLC	P2RX4	['IntAct']	1
NOTCH2NLC	GLP1R	['IntAct']	1
NOTCH2NLC	AQP1	['IntAct']	1
NOTCH2NLC	IL10	['IntAct']	1
NOTCH2NLC	ITGB4	['IntAct']	1
NOTCH2NLC	HPCAL1	['IntAct']	1
NOTCH2NLC	KRTAP10-8	['IntAct']	1
RGS2	DDB1	['BioGRID']	1
RGS2	MTUS2	['IntAct', 'HuRI']	2
RGS2	HSPA8	['IntAct', 'BioGRID']	2
RGS2	PRKG1	['BioGRID']	1
RGS2	CTSB	['IntAct']	1
RGS2	MARCHF6	['IntAct']	1
RGS2	ADCY5	['BioGRID']	1
EFNB1	PDGFRA	['BioPlex_293T', 'BioPlex_HCT116']	2
EFNB1	DNAJC5	['BioGRID']	1
EFNB1	JAK1	['BioPlex_HCT116']	1
EFNB1	DNM2	['BioPlex_293T']	1
EFNB1	PICK1	['BioPlex_293T']	1
EFNB1	SDCBP	['BioGRID']	1
EFNB1	EIF2B2	['BioPlex_293T', 'BioPlex_HCT116']	2
EFNB1	TNFSF8	['BioPlex_293T', 'BioPlex_HCT116']	2
EFNB1	CXCR4	['BioPlex_293T']	1
EFNB1	TSPAN15	['BioPlex_293T', 'BioPlex_HCT116']	2
EFNB1	NRSN1	['BioPlex_293T']	1
EFNB1	TNPO3	['BioPlex_293T']	1
EFNB1	SLC12A2	['BioPlex_293T', 'BioPlex_HCT116']	2
EFNB1	RHOB	['BioGRID']	1
EFNB1	IQGAP1	['BioPlex_293T']	1
EFNB1	RYK	['BioPlex_293T']	1
EFNB1	THADA	['BioPlex_293T']	1
EFNB1	EIF2B5	['BioPlex_293T', 'BioPlex_HCT116']	2
EFNB1	EIF2B4	['BioPlex_293T']	1
EFNB1	FANCD2	['BioPlex_293T']	1
EFNB1	BRICD5	['BioPlex_293T']	1
EGR1	TP53	['BioGRID']	1
EGR1	CEBPB	['BioGRID']	1
EGR1	CTNNB1	['IntAct']	1
EGR1	CDKN2A	['IntAct', 'BioGRID']	2
EGR1	MDM2	['BioGRID']	1
PDZK1P1	BCR	['BioPlex_293T']	1
PDZK1P1	CSNK2A2	['BioPlex_293T']	1
PDZK1P1	KCTD17	['BioPlex_293T']	1
PDZK1P1	SLC6A6	['BioPlex_293T']	1
RPL15	TP53	['BioPlex_HCT116', 'BioGRID']	2
RPL15	CCNF	['BioGRID']	1
RPL15	MEOX2	['IntAct', 'HuRI']	2
RPL15	HTT	['IntAct']	1
RPL15	MYC	['BioGRID']	1
RPL15	MAP7	['BioPlex_293T']	1
RPL15	SPHK2	['BioPlex_293T']	1
RPL15	MDM2	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
RPL15	H1-4	['BioPlex_HCT116']	1
RPL15	RACK1	['IntAct', 'BioGRID']	2
RPL15	NCL	['BioGRID']	1
RPL15	ACE2	['BioGRID']	1
LGALS9C	PMP22	['IntAct']	1
LGALS9C	DNM2	['IntAct']	1
LGALS9C	KLF11	['IntAct']	1
LGALS9C	SLC4A2	['BioPlex_293T']	1
LGALS9C	CASP6	['IntAct']	1
LGALS9C	SH3GLB1	['IntAct']	1
LGALS9C	DAB1	['IntAct', 'HuRI']	2
LGALS9C	BAG6	['IntAct']	1
LGALS9C	NOS3	['IntAct']	1
LGALS9C	GFAP	['IntAct']	1
LGALS9C	BACE2	['IntAct']	1
LGALS9C	ATP2B4	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9C	SLC12A2	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9C	LGALS3	['BioPlex_293T']	1
LGALS9C	SLC12A7	['BioPlex_293T', 'BioPlex_HCT116']	2
SPG21	TRAF2	['IntAct', 'HuRI']	2
SPG21	CEP76	['IntAct', 'HuRI']	2
SPG21	CD4	['BioGRID']	1
SPG21	KCTD9	['IntAct', 'HuRI']	2
SPG21	RABAC1	['IntAct', 'HuRI']	2
SPG21	GNAZ	['BioPlex_293T']	1
SPG21	PRXL2A	['BioPlex_293T']	1
SPG21	GAD2	['IntAct', 'HuRI']	2
SPG21	CMTM5	['IntAct', 'HuRI']	2
SPG21	GOLGA2	['IntAct']	1
SPG21	REL	['IntAct', 'HuRI']	2
SPG21	MTUS2	['IntAct', 'HuRI']	2
SPG21	DTX2	['IntAct', 'BioGRID', 'HuRI']	3
ATP2A3	TLR3	['BioPlex_293T']	1
ATP2A3	GRIN2A	['BioPlex_293T']	1
ATP2A3	TNFSF8	['BioPlex_HCT116']	1
ATP2A3	CERS6	['BioPlex_HCT116']	1
ATP2A3	RXFP1	['BioPlex_293T']	1
ATP2A3	ANKLE2	['BioPlex_293T']	1
ATP2A3	CD40	['BioPlex_HCT116']	1
ATP2A3	GPR182	['BioPlex_HCT116']	1
ATP2A3	P2RY2	['BioPlex_HCT116']	1
ATP2A3	TGFBR2	['IntAct']	1
ATP2A3	UPK2	['BioPlex_HCT116']	1
ATP2A3	NTSR1	['BioPlex_HCT116']	1
ATP2A3	GPR89A	['BioPlex_293T']	1
ATP2A3	TSPAN15	['BioPlex_HCT116']	1
ATP2A3	FFAR1	['BioPlex_HCT116']	1
ATP2A3	TTMP	['BioPlex_293T']	1
ATP2A3	CD274	['BioPlex_HCT116']	1
ATP2A3	C5AR1	['BioPlex_HCT116']	1
ATP2A3	FAAH	['BioPlex_HCT116']	1
CX3CR1	CCDC167	['IntAct', 'HuRI']	2
FEM1A	PLCG1	['BioPlex_293T']	1
FEM1A	PTGER4	['BioGRID']	1
COMT	GSN	['IntAct']	1
COMT	KRT40	['IntAct', 'HuRI']	2
COMT	TMEM14B	['IntAct', 'HuRI']	2
COMT	CREB3L1	['IntAct', 'HuRI']	2
COMT	GPR42	['IntAct', 'HuRI']	2
COMT	GPR152	['IntAct', 'HuRI']	2
COMT	TMEM120B	['IntAct', 'HuRI']	2
COMT	S1PR3	['IntAct', 'HuRI']	2
COMT	CNR2	['IntAct', 'HuRI']	2
COMT	CDC27	['IntAct', 'HuRI']	2
FANCD2	HDAC1	['BioGRID']	1
FANCD2	BRCA1	['IntAct', 'BioGRID']	2
FANCD2	OPRM1	['BioPlex_293T']	1
FANCD2	UBC	['BioGRID']	1
FANCD2	UPK2	['BioPlex_HCT116']	1
FANCD2	EGFR	['IntAct', 'BioGRID']	2
FANCD2	MYC	['BioGRID']	1
FANCD2	ELAVL1	['BioGRID']	1
FANCD2	GPR182	['BioPlex_HCT116']	1
FANCD2	C5AR1	['BioPlex_293T']	1
FANCD2	CD40	['BioPlex_HCT116']	1
FANCD2	APLNR	['BioPlex_HCT116']	1
FANCD2	SPTAN1	['BioGRID']	1
FANCD2	P2RY2	['BioPlex_HCT116']	1
FANCD2	VAPB	['BioPlex_HCT116']	1
PRKCA	HSPA1B	['BioGRID']	1
PRKCA	IKBKB	['BioGRID']	1
PRKCA	EZR	['BioGRID']	1
PRKCA	TBXA2R	['BioGRID']	1
PRKCA	DRD1	['IntAct']	1
PRKCA	APLP2	['IntAct']	1
PRKCA	PRKCE	['IntAct']	1
PRKCA	CSNK2A2	['BioPlex_HCT116']	1
PRKCA	PIP5K1A	['BioPlex_293T']	1
PRKCA	CHUK	['BioGRID']	1
PRKCA	HSPA8	['BioGRID']	1
PRKCA	ELAVL1	['BioGRID']	1
PRKCA	EGFR	['IntAct', 'BioGRID']	2
PRKCA	SNCA	['IntAct']	1
HOXB8	KCTD9	['BioPlex_293T']	1
ZDHHC15	RUSF1	['IntAct', 'HuRI']	2
ZDHHC15	CREB3L1	['IntAct', 'HuRI']	2
ZDHHC15	GPR152	['IntAct', 'HuRI']	2
ZDHHC15	CD79A	['IntAct', 'HuRI']	2
ZDHHC15	TMEM120B	['IntAct', 'HuRI']	2
ZDHHC15	IL6ST	['BioGRID']	1
ZDHHC15	TNFRSF10B	['IntAct', 'HuRI']	2
ZDHHC15	VAPB	['IntAct', 'HuRI']	2
ZDHHC15	ERGIC3	['IntAct', 'HuRI']	2
ZDHHC15	CYP4F2	['IntAct', 'HuRI']	2
ZDHHC15	C2CD2L	['IntAct', 'HuRI']	2
ZDHHC15	TBXA2R	['HuRI']	1
ZDHHC15	PRAF2	['IntAct', 'HuRI']	2
LGALS9B	SLC4A2	['BioPlex_293T']	1
LGALS9B	LNPEP	['BioPlex_293T']	1
LGALS9B	DAB1	['IntAct', 'HuRI']	2
LGALS9B	MFAP3	['BioPlex_293T']	1
LGALS9B	ATP2B4	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9B	SLC12A2	['BioPlex_293T']	1
LGALS9B	ABCB1	['BioPlex_293T']	1
LGALS9B	ATP2B3	['BioPlex_293T']	1
LGALS9B	SLC12A7	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9B	SLC30A1	['BioPlex_293T']	1
