source	target	sources	source_count_n
ANLN	CDH1	['BioPlex_HCT116', 'BioGRID']	2
ANLN	TMOD1	['BioGRID']	1
PRKAB2	ADAMTSL4	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	GSN	['IntAct']	1
PRKAB2	TP53	['IntAct']	1
PRKAB2	TRAF2	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	TLE5	['IntAct', 'HuRI']	2
PRKAB2	MEOX2	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	SPRED1	['IntAct']	1
PRKAB2	KRT40	['IntAct', 'HuRI']	2
PRKAB2	HSPB1	['IntAct']	1
PRKAB2	PRKAA2	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
PRKAB2	REL	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	KRTAP10-8	['IntAct', 'HuRI']	2
PRKAB2	CYSRT1	['IntAct']	1
PRKAB2	KRTAP10-7	['IntAct', 'HuRI']	2
PRKAB2	CSNK2B	['BioGRID']	1
PRKAB2	GRIN2C	['IntAct']	1
PRKAB2	DAO	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	GOLGA2	['IntAct', 'BioGRID']	2
PRKAB2	FGFR3	['IntAct']	1
PRKAB2	MDFI	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	CREB3L1	['IntAct', 'BioGRID', 'HuRI']	3
PRKAB2	SCRIB	['BioPlex_293T']	1
MAP2K1	YWHAG	['BioPlex_293T', 'BioGRID']	2
MAP2K1	PRKN	['BioGRID']	1
MAP2K1	RAF1	['IntAct', 'BioGRID']	2
MAP2K1	VCP	['BioGRID']	1
MAP2K1	YWHAZ	['BioGRID']	1
MAP2K1	YWHAH	['BioPlex_293T', 'BioGRID']	2
MAP2K1	PLEKHF2	['IntAct', 'HuRI']	2
MAP2K1	NUFIP1	['BioPlex_293T']	1
MAP2K1	IQGAP1	['BioGRID']	1
MAP2K1	MAPK1	['IntAct', 'BioGRID']	2
MAP2K1	PIN1	['IntAct']	1
MAP2K1	DGUOK	['BioPlex_293T']	1
MAP2K1	HSPA8	['BioGRID']	1
MAP2K1	YWHAE	['BioGRID']	1
MAP2K1	HSPB1	['BioGRID']	1
MAP2K1	MAPK3	['IntAct', 'BioGRID']	2
MAP2K1	MAP3K8	['BioGRID']	1
COL9A1	FN1	['BioGRID']	1
COL9A1	COL2A1	['BioPlex_293T', 'BioGRID']	2
COL9A1	VHL	['BioPlex_293T']	1
COL9A1	GIPC1	['IntAct']	1
COL9A1	CRYAA	['IntAct']	1
COL9A1	KLK6	['IntAct']	1
COL9A1	COL6A1	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116']	3
HTR2B	LNX1	['BioGRID']	1
HTR2B	HTR2C	['IntAct']	1
HTR2B	HTR2A	['IntAct']	1
NTAQ1	ADAMTSL4	['IntAct', 'HuRI']	2
NTAQ1	ACTB	['IntAct', 'BioGRID', 'HuRI']	3
NTAQ1	TRAF2	['BioPlex_293T', 'BioPlex_HCT116']	2
NTAQ1	CEP70	['IntAct', 'HuRI']	2
NTAQ1	TLE5	['IntAct', 'HuRI']	2
NTAQ1	DNM2	['IntAct']	1
NTAQ1	TOLLIP	['IntAct', 'HuRI']	2
NTAQ1	NECAB2	['IntAct', 'HuRI']	2
NTAQ1	CASP6	['IntAct', 'HuRI']	2
NTAQ1	SIAH1	['IntAct', 'HuRI']	2
NTAQ1	VCP	['IntAct', 'HuRI']	2
NTAQ1	KRTAP10-7	['IntAct', 'HuRI']	2
NTAQ1	CYSRT1	['IntAct']	1
NTAQ1	NUP35	['BioPlex_293T', 'BioPlex_HCT116']	2
NTAQ1	AGR2	['IntAct', 'HuRI']	2
NTAQ1	SLC15A2	['IntAct', 'HuRI']	2
NTAQ1	CDA	['IntAct', 'HuRI']	2
NTAQ1	MYD88	['IntAct']	1
NTAQ1	MDFI	['HuRI']	1
NTAQ1	CSNK2B	['IntAct', 'HuRI']	2
NTAQ1	FTL	['IntAct', 'HuRI']	2
NTAQ1	ARFGAP3	['BioPlex_293T']	1
NTAQ1	CMTM5	['IntAct', 'HuRI']	2
NTAQ1	GOLGA2	['IntAct']	1
NTAQ1	CRYAA	['IntAct', 'HuRI']	2
NTAQ1	MIF	['IntAct', 'HuRI']	2
NTAQ1	DAB1	['IntAct', 'HuRI']	2
NTAQ1	LGALS9B	['IntAct', 'HuRI']	2
NTAQ1	GFAP	['IntAct', 'HuRI']	2
NTAQ1	MTUS2	['IntAct', 'HuRI']	2
NTAQ1	PRKAR1B	['IntAct', 'HuRI']	2
NTAQ1	ASPH	['BioPlex_293T']	1
NTAQ1	TAX1BP1	['IntAct', 'HuRI']	2
NTAQ1	RABAC1	['IntAct', 'HuRI']	2
NTAQ1	LMO2	['IntAct', 'HuRI']	2
NTAQ1	ACTN2	['IntAct', 'HuRI']	2
NTAQ1	TRIM23	['IntAct', 'HuRI']	2
NTAQ1	KCTD9	['IntAct', 'HuRI']	2
BOD1	PLEKHF2	['IntAct', 'HuRI']	2
BOD1	CTSB	['IntAct']	1
BOD1	PCSK2	['IntAct']	1
BOD1	CALB1	['IntAct']	1
ARRDC3	UBQLN2	['IntAct', 'HuRI']	2
ARRDC3	TOLLIP	['IntAct', 'HuRI']	2
ARRDC3	UBE2D1	['IntAct', 'HuRI']	2
ARRDC3	UBE2D2	['IntAct', 'HuRI']	2
ARRDC3	NEDD4	['IntAct', 'BioPlex_293T', 'BioGRID']	3
ARRDC3	RNF149	['BioPlex_293T']	1
ARRDC3	FGFR3	['BioPlex_293T']	1
ARRDC3	HGS	['IntAct']	1
ARRDC3	NEDD4L	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
ARRDC3	ARRB2	['BioGRID']	1
ARRDC3	PHF1	['IntAct', 'HuRI']	2
ARRDC3	RACK1	['IntAct', 'HuRI']	2
ARRDC3	WWOX	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
ARRDC3	CD320	['BioPlex_293T']	1
ARRDC3	PRKAA2	['IntAct', 'HuRI']	2
ARRDC3	ITGB4	['IntAct']	1
ARRDC3	TNFRSF10B	['BioPlex_293T']	1
ARRDC3	CDA	['IntAct', 'HuRI']	2
ARRDC3	TNFAIP3	['IntAct', 'HuRI']	2
LEP	HSPA5	['BioPlex_HCT116']	1
LEP	POMGNT2	['BioPlex_HCT116']	1
LEP	IDUA	['BioPlex_HCT116']	1
LEP	LEPR	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116']	3
LEP	COL6A1	['BioPlex_HCT116']	1
LEP	TOR3A	['BioPlex_HCT116']	1
RNF181	PICK1	['BioPlex_293T']	1
RNF181	UBE2D1	['IntAct', 'BioGRID', 'HuRI']	3
RNF181	UBE2D2	['BioGRID']	1
RNF181	SIDT2	['BioPlex_293T']	1
RNF181	MAPK3	['BioPlex_293T']	1
RNF181	SLC32A1	['BioPlex_293T']	1
RNF181	ICA1	['BioPlex_293T']	1
RNF181	CDA	['BioPlex_293T']	1
RNF181	WDR45B	['BioPlex_293T']	1
RNF181	TRPV3	['BioPlex_293T']	1
TLR5	APP	['IntAct']	1
TLR5	SNX14	['BioPlex_293T']	1
TLR5	CNPY3	['BioPlex_293T']	1
TLR5	TMX2	['BioPlex_293T']	1
TLR5	DHRS7	['BioPlex_293T']	1
TLR5	PRXL2A	['BioPlex_293T']	1
TLR5	CTDNEP1	['BioPlex_293T']	1
TMEM259	CD3E	['BioPlex_HCT116']	1
TMEM259	CCKBR	['BioPlex_HCT116']	1
TMEM259	OR6T1	['BioPlex_293T']	1
TMEM259	P2RY2	['BioPlex_HCT116']	1
TMEM259	ABHD14A	['BioPlex_HCT116']	1
TMEM259	YIPF3	['BioPlex_293T', 'BioPlex_HCT116']	2
TMEM259	SPSB4	['BioPlex_293T', 'BioPlex_HCT116']	2
TMEM259	HLA-DQA1	['BioPlex_HCT116']	1
TMEM259	BCL2	['BioPlex_HCT116']	1
TMEM259	GPR182	['BioPlex_HCT116']	1
TMEM259	P2RX2	['BioPlex_HCT116']	1
TMEM259	DIPK1A	['BioPlex_293T', 'BioPlex_HCT116']	2
TMEM259	C5AR1	['BioPlex_HCT116']	1
TMEM259	CANX	['BioGRID']	1
TMEM259	RNF185	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
TMEM259	ASPH	['BioPlex_HCT116']	1
MUC5B	AGR2	['BioGRID']	1
MUC5B	KLK10	['BioPlex_HCT116']	1
MUC5B	JAK2	['BioPlex_293T']	1
PLCB3	RNF31	['BioPlex_HCT116']	1
PLCB3	CTNNA3	['BioPlex_HCT116']	1
PLCB3	ANAPC16	['BioPlex_HCT116']	1
PLCB3	KCNE3	['BioPlex_HCT116']	1
PLCB3	NHERF1	['IntAct', 'BioPlex_293T']	2
PLCB3	FTL	['BioPlex_HCT116']	1
PLCB3	ATP5PB	['BioPlex_HCT116']	1
ATP5PB	RETREG3	['BioPlex_293T', 'BioPlex_HCT116']	2
ATP5PB	PRKN	['BioGRID']	1
ATP5PB	OPRM1	['BioPlex_293T']	1
ATP5PB	HTR1B	['BioPlex_HCT116']	1
ATP5PB	HTT	['IntAct']	1
ATP5PB	F2RL1	['BioPlex_HCT116']	1
ATP5PB	CERS6	['BioPlex_293T', 'BioPlex_HCT116']	2
ATP5PB	NTSR1	['BioPlex_293T', 'BioPlex_HCT116']	2
ATP5PB	SCAMP2	['BioPlex_HCT116']	1
ATP5PB	FYN	['BioPlex_HCT116']	1
ATP5PB	HTR2C	['BioPlex_293T']	1
ATP5PB	CANX	['BioGRID']	1
ATP5PB	ATP5F1B	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
ATP5PB	BLK	['BioGRID']	1
ATP5PB	P2RY12	['BioPlex_293T']	1
ATP5PB	OPRL1	['BioPlex_293T']	1
ATP5PB	EPB41L1	['BioPlex_HCT116']	1
ATP5PB	ATP5F1A	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
ATP5PB	TACR1	['BioPlex_293T']	1
ATP5PB	P2RY1	['BioPlex_HCT116']	1
NEDD4L	DLG3	['BioPlex_293T']	1
NEDD4L	YWHAG	['BioPlex_293T', 'BioGRID']	2
NEDD4L	PRKN	['BioGRID']	1
NEDD4L	UBE2D1	['BioGRID']	1
NEDD4L	RAF1	['BioGRID']	1
NEDD4L	UBC	['BioGRID']	1
NEDD4L	UBE2D2	['BioGRID']	1
NEDD4L	NEDD4	['BioPlex_293T']	1
NEDD4L	EGFR	['BioGRID']	1
NEDD4L	YWHAZ	['BioGRID']	1
NEDD4L	HSPA5	['BioGRID']	1
NEDD4L	YWHAH	['BioPlex_293T', 'BioGRID']	2
NEDD4L	HGS	['BioGRID']	1
NEDD4L	SP1	['BioGRID']	1
NEDD4L	SNCA	['BioGRID']	1
NEDD4L	ARRB1	['BioGRID']	1
NEDD4L	SPHK2	['BioGRID']	1
NEDD4L	ARRB2	['BioGRID']	1
NEDD4L	SMAD3	['BioGRID']	1
NEDD4L	TNFAIP3	['BioPlex_293T']	1
NEDD4L	PIK3CA	['BioGRID']	1
NEDD4L	YY1	['BioGRID']	1
NEDD4L	RHOB	['BioGRID']	1
NEDD4L	IL6ST	['BioGRID']	1
NEDD4L	YWHAE	['IntAct', 'BioGRID']	2
NEDD4L	SLC31A1	['BioGRID']	1
NEDD4L	LPAR1	['BioGRID']	1
TCF4	YWHAG	['IntAct']	1
TCF4	TP53	['IntAct', 'BioGRID']	2
TCF4	TLE5	['IntAct', 'HuRI']	2
TCF4	SPG21	['IntAct', 'HuRI']	2
TCF4	PRKCA	['IntAct']	1
TCF4	RELA	['IntAct']	1
TCF4	SDCBP	['IntAct', 'HuRI']	2
TCF4	CDC37	['IntAct', 'HuRI']	2
TCF4	MYC	['BioGRID']	1
TCF4	CTNNB1	['IntAct', 'BioGRID']	2
TCF4	LNPEP	['IntAct', 'HuRI']	2
TCF4	KAT5	['IntAct']	1
TCF4	PPIA	['IntAct', 'HuRI']	2
TCF4	AQP1	['IntAct', 'HuRI']	2
TCF4	PIN1	['IntAct', 'HuRI']	2
TCF4	NEUROG3	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
TCF4	PRKAA2	['IntAct', 'HuRI']	2
TCF4	MSC	['IntAct', 'BioGRID', 'HuRI']	3
TCF4	NOXA1	['IntAct', 'HuRI']	2
TCF4	KLHL38	['IntAct', 'HuRI']	2
TCF4	PTGER3	['IntAct']	1
TCF4	NEK6	['IntAct', 'BioGRID', 'HuRI']	3
TCF4	TRIM68	['IntAct', 'HuRI']	2
TCF4	NMUR2	['IntAct', 'HuRI']	2
TIMM10B	MBD3	['IntAct', 'HuRI']	2
TIMM10B	HGS	['IntAct', 'HuRI']	2
TIMM10B	KLHL38	['IntAct', 'HuRI']	2
TIMM10B	PRKCE	['BioPlex_293T']	1
TIMM10B	ADCYAP1	['BioPlex_293T']	1
TIMM10B	PNOC	['BioPlex_293T']	1
TRIM23	LNX1	['IntAct', 'HuRI']	2
TRIM23	WFS1	['IntAct']	1
TRIM23	GSN	['IntAct']	1
TRIM23	SPG21	['IntAct', 'HuRI']	2
TRIM23	UBE2D1	['BioGRID']	1
TRIM23	UBE2D2	['BioGRID']	1
TRIM23	CASP6	['IntAct']	1
TRIM23	SIAH1	['IntAct', 'HuRI']	2
TRIM23	ENKD1	['IntAct', 'HuRI']	2
TRIM23	FGFR3	['IntAct']	1
TRIM23	LMO2	['IntAct', 'HuRI']	2
TRIM23	SQSTM1	['BioGRID']	1
TRIM23	HGS	['IntAct', 'HuRI']	2
TRIM23	KAT5	['IntAct', 'HuRI']	2
TRIM23	AQP1	['IntAct', 'HuRI']	2
TRIM23	HSPB1	['IntAct']	1
TRIM23	RAN	['IntAct']	1
TRIM23	PHF1	['IntAct', 'HuRI']	2
TRIM23	HSP90AA1	['BioGRID']	1
TRIM23	NOXA1	['IntAct', 'HuRI']	2
TRIM23	ZBTB16	['IntAct', 'HuRI']	2
TRIM23	LGALS8	['IntAct', 'BioGRID', 'HuRI']	3
TRIM23	POLL	['HuRI']	1
TRIM23	TBK1	['BioGRID']	1
TRIM23	NEK6	['IntAct', 'HuRI']	2
TRIM23	SIRPA	['HuRI']	1
TRIM23	KLHL42	['IntAct', 'HuRI']	2
TRIM23	GRIN2C	['IntAct']	1
TRIM23	ANO1	['BioGRID']	1
TRIM23	TNFAIP3	['IntAct', 'HuRI']	2
ASIC4	CISD2	['BioPlex_293T']	1
ASIC4	WFS1	['IntAct']	1
ASIC4	GSN	['IntAct']	1
ASIC4	PMP22	['IntAct']	1
ASIC4	DNM2	['IntAct']	1
ASIC4	BSCL2	['BioPlex_293T', 'BioPlex_HCT116']	2
ASIC4	KLF11	['IntAct']	1
ASIC4	SPRED1	['IntAct']	1
ASIC4	ATP2A3	['BioPlex_293T']	1
ASIC4	HMOX2	['BioPlex_HCT116']	1
ASIC4	HTT	['IntAct']	1
ASIC4	FGFR3	['IntAct']	1
ASIC4	FBXO2	['BioPlex_293T', 'BioPlex_HCT116']	2
ASIC4	TMX2	['BioPlex_293T']	1
ASIC4	BAG6	['IntAct']	1
ASIC4	NOS3	['IntAct']	1
ASIC4	GFAP	['IntAct']	1
ASIC4	HSPB1	['IntAct']	1
ASIC4	LMAN2L	['BioPlex_HCT116']	1
ASIC4	MAP2K3	['BioPlex_HCT116']	1
ASIC4	PTDSS2	['BioPlex_HCT116']	1
ASIC4	HLA-DQB1	['BioPlex_HCT116']	1
ASIC4	NLGN2	['BioPlex_HCT116']	1
ASIC4	DIPK1A	['BioPlex_293T']	1
ASIC4	TXNDC15	['BioPlex_293T']	1
ASIC4	GRIN2C	['IntAct']	1
ASIC4	GLRB	['BioPlex_293T']	1
CNPY3	WFS1	['IntAct']	1
CNPY3	LY86	['BioPlex_HCT116']	1
CNPY3	RXFP1	['BioPlex_293T']	1
CNPY3	FAM209A	['IntAct', 'HuRI']	2
CNPY3	KLK6	['IntAct']	1
CNPY3	SPRED1	['IntAct']	1
CNPY3	BRICD5	['BioPlex_293T', 'BioPlex_HCT116']	2
CNPY3	SCRIB	['BioPlex_293T', 'BioPlex_HCT116']	2
CNPY3	KCNJ6	['IntAct', 'HuRI']	2
CNPY3	GOLM1	['IntAct', 'HuRI']	2
CNPY3	COL6A1	['BioPlex_HCT116']	1
CNPY3	CREB3	['HuRI']	1
NUP85	PRKN	['BioGRID']	1
NUP85	CCNF	['BioGRID']	1
NUP85	CUL3	['BioGRID']	1
NUP85	EFNB1	['BioPlex_293T']	1
NUP85	CD40	['BioPlex_293T', 'BioPlex_HCT116']	2
NUP85	CCR2	['IntAct']	1
CSNK1E	YWHAG	['BioGRID']	1
CSNK1E	POTEF	['BioPlex_293T']	1
CSNK1E	TLE5	['BioGRID']	1
CSNK1E	UBE2D2	['BioPlex_HCT116']	1
CSNK1E	RNF149	['BioPlex_293T']	1
CSNK1E	YWHAH	['IntAct', 'BioGRID']	2
CSNK1E	TNFRSF1B	['BioPlex_293T']	1
CSNK1E	HSPA8	['BioPlex_293T']	1
CSNK1E	YWHAE	['IntAct']	1
CSNK1E	HSP90AB1	['IntAct']	1
CSNK1E	FTL	['BioPlex_293T', 'BioPlex_HCT116']	2
CSNK1E	CSNK1D	['BioPlex_293T', 'BioGRID']	2
CSNK1E	CLOCK	['BioGRID']	1
CSNK1E	MDM2	['IntAct']	1
CSNK1E	PER1	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
CSNK1E	TAFAZZIN	['BioGRID']	1
CSNK1E	TNFRSF1A	['BioPlex_293T']	1
CSNK1E	RYK	['BioPlex_HCT116']	1
CSNK1E	KLHL42	['BioPlex_293T']	1
DCAF1	HDAC1	['BioGRID']	1
DCAF1	TP53	['BioGRID']	1
DCAF1	VTN	['BioPlex_293T']	1
DCAF1	MYC	['BioGRID']	1
DCAF1	CUL4A	['BioGRID']	1
DCAF1	ESR1	['BioGRID']	1
DCAF1	RPL15	['BioPlex_293T', 'BioPlex_HCT116']	2
DCAF1	DDB1	['IntAct', 'BioGRID']	2
DCAF1	CD274	['BioGRID']	1
DCAF1	RBX1	['BioGRID']	1
DCAF1	RAG1	['BioGRID']	1
DCAF1	COPS5	['BioPlex_HCT116', 'BioGRID']	2
DCAF1	ZNF747	['BioPlex_HCT116']	1
DCAF1	CUL4B	['BioGRID']	1
DCAF1	COPS2	['BioPlex_HCT116', 'BioGRID']	2
DCAF1	IRF1	['BioGRID']	1
ANAPC5	CCT8L2	['BioPlex_293T']	1
ANAPC5	ANAPC16	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
ANAPC5	ANAPC4	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
ANAPC5	HSPA8	['BioPlex_293T']	1
ANAPC5	CDC23	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
ANAPC5	CDC26	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
ANAPC5	UBXN6	['BioPlex_HCT116']	1
ANAPC5	ANAPC1	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
ANAPC5	PENK	['BioPlex_293T']	1
ANAPC5	CDC27	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
HLA-DQA1	APOL2	['BioPlex_293T']	1
HLA-DQA1	B4GALT5	['BioPlex_293T']	1
HLA-DQA1	GPRC5C	['BioPlex_HCT116']	1
HLA-DQA1	TMEM106A	['BioPlex_293T']	1
HLA-DQA1	EFNB1	['BioPlex_293T', 'BioPlex_HCT116']	2
HLA-DQA1	LNPEP	['BioPlex_HCT116']	1
HLA-DQA1	HLA-DRA	['BioPlex_HCT116']	1
HLA-DQA1	PRXL2A	['BioPlex_293T']	1
HLA-DQA1	LMAN2L	['BioPlex_HCT116']	1
HLA-DQA1	POMGNT2	['BioPlex_HCT116']	1
HLA-DQA1	HLA-DQB1	['BioPlex_HCT116']	1
HLA-DQA1	NLGN2	['BioPlex_HCT116']	1
HLA-DQA1	DIPK1A	['BioPlex_293T']	1
HLA-DQA1	SLC12A7	['BioPlex_HCT116']	1
HLA-DQA1	CYP2S1	['BioPlex_HCT116']	1
HLA-DQA1	TMEM201	['BioPlex_HCT116']	1
HLA-DQA1	CD14	['BioPlex_293T']	1
HLA-DQA1	HCRT	['BioPlex_293T']	1
HLA-DQA1	CCL17	['BioPlex_293T']	1
NMUR2	ADAMTSL4	['IntAct', 'HuRI']	2
NMUR2	SMPD2	['BioPlex_293T']	1
NMUR2	TRAF2	['IntAct', 'HuRI']	2
NMUR2	SLC4A2	['BioPlex_293T']	1
NMUR2	SLC12A6	['BioPlex_293T']	1
NMUR2	NOTCH2NLA	['IntAct', 'HuRI']	2
NMUR2	ATP2B4	['BioPlex_293T']	1
NMUR2	IGHA2	['BioPlex_293T']	1
NMUR2	LRRC8E	['BioPlex_293T']	1
NMUR2	SLC12A7	['BioPlex_293T']	1
NMUR2	DNAJC18	['BioPlex_293T']	1
NMUR2	TAOK2	['BioPlex_293T']	1
SORT1	APP	['IntAct']	1
SORT1	NTRK2	['BioGRID']	1
SORT1	BDNF	['IntAct', 'BioGRID', 'HuRI']	3
SORT1	UPK2	['BioPlex_HCT116']	1
SORT1	LY86	['BioPlex_HCT116']	1
SORT1	GLA	['IntAct']	1
SORT1	NTRK1	['IntAct', 'BioGRID']	2
SORT1	NGF	['IntAct', 'BioGRID']	2
SORT1	IL6	['IntAct']	1
SORT1	FAM3C	['IntAct', 'HuRI']	2
SORT1	NGFR	['BioGRID']	1
SORT1	BRICD5	['IntAct', 'HuRI']	2
MAPK10	RELA	['BioGRID']	1
MAPK10	JUN	['IntAct', 'BioGRID']	2
MAPK10	ARRB2	['BioGRID']	1
MAPK10	CDKN2A	['BioGRID']	1
MAPK10	HAX1	['BioGRID']	1
MAPK10	EZR	['BioGRID']	1
MAPK10	ARRB1	['IntAct', 'BioGRID']	2
MAPK10	ATF2	['BioGRID']	1
CUL2	VHL	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
CUL2	PRKN	['BioGRID']	1
CUL2	HNRNPK	['BioGRID']	1
CUL2	CCNF	['BioGRID']	1
CUL2	HSPA1B	['BioGRID']	1
CUL2	RELA	['BioGRID']	1
CUL2	APPBP2	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
CUL2	UBE2D1	['BioGRID']	1
CUL2	UBC	['BioGRID']	1
CUL2	VCP	['BioGRID']	1
CUL2	CUL3	['BioGRID']	1
CUL2	HSPA5	['BioGRID']	1
CUL2	SQSTM1	['BioGRID']	1
CUL2	RBX1	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
CUL2	GCNT3	['BioPlex_293T']	1
CUL2	CDKN2A	['BioGRID']	1
CUL2	HSPA8	['BioGRID']	1
CUL2	COPS5	['BioGRID']	1
CUL2	COPS2	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
CUL2	HSP90AB1	['IntAct']	1
CUL2	HSP90AA1	['BioGRID']	1
CUL2	FEM1A	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
ARF6	AP2B1	['BioGRID']	1
ARF6	ARRB1	['BioGRID']	1
ARF6	EGFR	['IntAct', 'BioGRID']	2
ARF6	HTR2A	['BioGRID']	1
ARF6	MEOX2	['HuRI']	1
ARF6	IQGAP1	['BioGRID']	1
ARF6	CLTC	['BioGRID']	1
ARF6	CYTH2	['BioGRID']	1
ARF6	PIP5K1C	['BioGRID']	1
LMNA	ACTB	['BioGRID']	1
LMNA	TP53	['BioGRID']	1
LMNA	PRKN	['BioGRID']	1
LMNA	CUL3	['BioGRID']	1
LMNA	F2RL1	['BioPlex_293T', 'BioGRID']	2
LMNA	MYC	['BioGRID']	1
LMNA	FBXW7	['BioGRID']	1
LMNA	CTNNB1	['BioGRID']	1
LMNA	RBBP4	['BioGRID']	1
LMNA	SIRT1	['BioGRID']	1
LMNA	TMEM201	['BioGRID']	1
LMNA	CYLD	['BioGRID']	1
LMNA	LEMD2	['BioGRID']	1
LMNA	EGFR	['BioGRID']	1
LMNA	ALOX12	['IntAct', 'BioGRID']	2
LMNA	HMOX2	['BioGRID']	1
LMNA	KRTAP10-7	['IntAct', 'HuRI']	2
LMNA	HDAC6	['BioGRID']	1
LMNA	C1QBP	['BioGRID']	1
LMNA	BAG6	['IntAct']	1
LMNA	YWHAZ	['IntAct', 'BioGRID']	2
LMNA	VCP	['BioGRID']	1
LMNA	SPRED1	['IntAct']	1
LMNA	STX5	['BioGRID']	1
LMNA	NCL	['BioGRID']	1
LMNA	TRIM21	['BioGRID']	1
LMNA	PPP1CC	['BioGRID']	1
LMNA	PRKDC	['BioGRID']	1
CDH1	SRC	['IntAct', 'BioGRID']	2
CDH1	HDAC1	['BioGRID']	1
CDH1	FGFR1	['IntAct', 'BioGRID']	2
CDH1	SKP2	['BioGRID']	1
CDH1	CTNNA3	['BioPlex_293T', 'BioPlex_HCT116']	2
CDH1	EGFR	['IntAct', 'BioGRID']	2
CDH1	MYC	['IntAct']	1
CDH1	HSPA5	['BioGRID']	1
CDH1	CTNNB1	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
CDH1	IQGAP1	['BioGRID']	1
CDH1	MDM2	['BioGRID']	1
CDH1	PIP5K1C	['BioGRID']	1
CDH1	FYN	['BioGRID']	1
CDH1	HSPA8	['BioGRID']	1
CDH1	TGFBR2	['IntAct']	1
CDH1	CDC27	['BioGRID']	1
CDH1	EZR	['BioGRID']	1
CDH1	PRKACA	['IntAct']	1
CDH1	NEK6	['IntAct']	1
CDH1	ACTN1	['BioGRID']	1
CDH1	HSP90AA1	['IntAct']	1
CDH1	ARFGAP3	['IntAct']	1
DNAJC18	TTYH1	['BioPlex_293T']	1
DNAJC18	GABRG2	['BioPlex_293T']	1
DNAJC18	GRIN2A	['BioPlex_293T']	1
DNAJC18	SIDT2	['BioPlex_293T']	1
DNAJC18	CHRNB2	['BioPlex_293T']	1
DNAJC18	RXFP1	['BioPlex_293T']	1
DNAJC18	PTGIR	['BioPlex_293T']	1
DNAJC18	GABRD	['BioPlex_293T']	1
RBBP4	HDAC1	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
RBBP4	BRCA1	['BioGRID']	1
RBBP4	TP53	['BioGRID']	1
RBBP4	PRKN	['BioGRID']	1
RBBP4	KDM1A	['BioGRID']	1
RBBP4	CASP6	['IntAct']	1
RBBP4	EP300	['BioGRID']	1
RBBP4	VCP	['BioGRID']	1
RBBP4	NR2C2	['BioGRID']	1
RBBP4	MYC	['BioGRID']	1
RBBP4	CUL4A	['BioGRID']	1
RBBP4	ESR1	['BioGRID']	1
RBBP4	RAN	['IntAct']	1
RBBP4	SOD1	['IntAct']	1
RBBP4	CSNK2A1	['BioGRID']	1
RBBP4	ZEB2	['BioGRID']	1
RBBP4	P4HB	['IntAct']	1
RBBP4	CHRNA7	['IntAct']	1
RBBP4	SP1	['BioGRID']	1
RBBP4	PLP1	['IntAct']	1
RBBP4	CUL4B	['BioGRID']	1
RBBP4	DDB1	['BioGRID']	1
RBBP4	MBD3	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
RBBP4	PHF1	['BioGRID']	1
RBBP4	SIRT1	['BioGRID']	1
RBBP4	SH3GLB1	['IntAct']	1
RBBP4	CSNK2A2	['BioGRID']	1
STOM	HMOX2	['IntAct', 'HuRI']	2
STOM	TMEM14B	['IntAct', 'HuRI']	2
STOM	F2RL1	['BioPlex_HCT116']	1
STOM	ESR1	['BioGRID']	1
STOM	CMTM5	['IntAct', 'HuRI']	2
STOM	TMEM106A	['BioPlex_HCT116']	1
STOM	YIPF3	['BioPlex_HCT116']	1
